codigo_producto;sucursal;precio_venta;fecha_venta;nombe-producto;costo;Utilidad
R;Huston;11675.31;viernes 13 de enero de 2017;Seat;3396;8279.31
T;Huston;18362.26;miércoles 11 de enero de 2017;Isuzu;288473;-270110.74
F;Huston;9022.84;miércoles 21 de junio de 2017;Citroen;361084;-352061.16
C;Huston;42147.66;viernes 17 de febrero de 2017;Ford;145385;-103237.34
R;Huston;48119.05;miércoles 06 de diciembre de 2017;Seat;3396;44723.05
S;Huston;36068.54;sábado 04 de febrero de 2017;Peugeot;287741;-251672.46
C;Huston;1815.33;domingo 09 de julio de 2017;Ford;145385;-143569.67
S;Huston;22259.91;sábado 30 de diciembre de 2017;Peugeot;287741;-265481.09
O;Huston;48776.81;sábado 09 de diciembre de 2017;Fiat;117711;-68934.19
L;Huston;41843;viernes 07 de abril de 2017;Volkswagen;478975;-437132
J;Huston;26851.54;domingo 03 de diciembre de 2017;Mitsubishi;362567;-335715.46
M;Huston;7456.17;miércoles 19 de abril de 2017;Mazda;327078;-319621.83
H;Huston;49571.45;martes 29 de agosto de 2017;Renault;417019;-367447.55
A;Huston;8060.44;viernes 07 de abril de 2017;Mercedes-Benz;665685;-657624.56
L;Huston;30765.74;jueves 26 de octubre de 2017;Volkswagen;478975;-448209.26
D;Huston;21560.41;domingo 26 de marzo de 2017;Jaguar;384724;-363163.59
E;Huston;30099.54;miércoles 31 de mayo de 2017;Kia;526617;-496517.46
P;Huston;38332.99;sábado 07 de octubre de 2017;Volvo;579877;-541544.01
N;Huston;30262.4;sábado 09 de septiembre de 2017;BMW;366207;-335944.6
S;Huston;25537.93;domingo 16 de abril de 2017;Peugeot;287741;-262203.07
F;Huston;24732.12;domingo 05 de febrero de 2017;Citroen;361084;-336351.88
A;Huston;5997.82;viernes 21 de julio de 2017;Mercedes-Benz;665685;-659687.18
M;Huston;16132.11;martes 19 de diciembre de 2017;Mazda;327078;-310945.89
C;Huston;27196.22;miércoles 19 de abril de 2017;Ford;145385;-118188.78
G;Huston;6310.88;miércoles 09 de agosto de 2017;Jeep;62985;-56674.12
R;Huston;46501.93;martes 25 de julio de 2017;Seat;3396;43105.93
N;Huston;16981.44;martes 17 de octubre de 2017;BMW;366207;-349225.56
I;Huston;14151.3;sábado 18 de noviembre de 2017;Hyundai;121889;-107737.7
P;Huston;1034.57;martes 11 de julio de 2017;Volvo;579877;-578842.43
R;Huston;39426.35;sábado 18 de febrero de 2017;Seat;3396;36030.35
N;Huston;8399.67;jueves 08 de junio de 2017;BMW;366207;-357807.33
M;Huston;43240.52;jueves 09 de febrero de 2017;Mazda;327078;-283837.48
G;Huston;31119.66;miércoles 05 de julio de 2017;Jeep;62985;-31865.34
A;Huston;26821.75;sábado 16 de diciembre de 2017;Mercedes-Benz;665685;-638863.25
G;Huston;18977.76;jueves 05 de octubre de 2017;Jeep;62985;-44007.24
H;Huston;30313.47;miércoles 26 de julio de 2017;Renault;417019;-386705.53
C;Huston;40462.5;domingo 26 de febrero de 2017;Ford;145385;-104922.5
G;Huston;33197.74;jueves 01 de junio de 2017;Jeep;62985;-29787.26
I;Huston;39761.37;miércoles 15 de marzo de 2017;Hyundai;121889;-82127.63
B;Huston;8767.53;miércoles 26 de julio de 2017;Audi;506811;-498043.47
M;Huston;22497.62;lunes 17 de abril de 2017;Mazda;327078;-304580.38
F;Huston;19628.03;lunes 13 de marzo de 2017;Citroen;361084;-341455.97
O;Huston;41947.53;lunes 11 de diciembre de 2017;Fiat;117711;-75763.47
N;Huston;42837.4;miércoles 15 de noviembre de 2017;BMW;366207;-323369.6
C;Huston;12562.08;miércoles 30 de agosto de 2017;Ford;145385;-132822.92
R;Huston;11063.03;martes 08 de agosto de 2017;Seat;3396;7667.03
J;Huston;37277.91;jueves 18 de mayo de 2017;Mitsubishi;362567;-325289.09
L;Huston;12436.27;martes 18 de julio de 2017;Volkswagen;478975;-466538.73
D;Huston;43104.26;jueves 08 de junio de 2017;Jaguar;384724;-341619.74
Q;Huston;15298.66;domingo 14 de mayo de 2017;Suzuki;121590;-106291.34
O;Huston;37831.9;domingo 10 de septiembre de 2017;Fiat;117711;-79879.1
E;Huston;48049.08;miércoles 21 de junio de 2017;Kia;526617;-478567.92
M;Huston;5945.71;lunes 03 de abril de 2017;Mazda;327078;-321132.29
Q;Huston;21809.42;viernes 24 de febrero de 2017;Suzuki;121590;-99780.58
N;Huston;652.62;lunes 11 de diciembre de 2017;BMW;366207;-365554.38
Q;Huston;14076.75;jueves 01 de junio de 2017;Suzuki;121590;-107513.25
F;Huston;43308.87;lunes 20 de febrero de 2017;Citroen;361084;-317775.13
A;Huston;38363.27;martes 15 de agosto de 2017;Mercedes-Benz;665685;-627321.73
M;Huston;45332.29;domingo 14 de mayo de 2017;Mazda;327078;-281745.71
H;Huston;41094.6;sábado 23 de diciembre de 2017;Renault;417019;-375924.4
N;Huston;34005.62;viernes 23 de junio de 2017;BMW;366207;-332201.38
K;Huston;14043.31;sábado 14 de enero de 2017;Toyota;509328;-495284.69
O;Huston;46737.47;martes 17 de octubre de 2017;Fiat;117711;-70973.53
N;Huston;24772.37;viernes 23 de junio de 2017;BMW;366207;-341434.63
J;Huston;6988.88;jueves 07 de diciembre de 2017;Mitsubishi;362567;-355578.12
Q;Huston;30216.16;miércoles 11 de octubre de 2017;Suzuki;121590;-91373.84
M;Huston;5201.02;domingo 01 de octubre de 2017;Mazda;327078;-321876.98
A;Huston;31195.21;sábado 14 de octubre de 2017;Mercedes-Benz;665685;-634489.79
Q;Huston;17268.07;martes 04 de julio de 2017;Suzuki;121590;-104321.93
J;Huston;46701.84;miércoles 24 de mayo de 2017;Mitsubishi;362567;-315865.16
G;Huston;2723.53;domingo 09 de julio de 2017;Jeep;62985;-60261.47
A;Huston;19407.19;jueves 02 de noviembre de 2017;Mercedes-Benz;665685;-646277.81
B;Huston;37431.95;viernes 31 de marzo de 2017;Audi;506811;-469379.05
E;Huston;8534.83;lunes 15 de mayo de 2017;Kia;526617;-518082.17
K;Huston;33080.45;jueves 01 de junio de 2017;Toyota;509328;-476247.55
C;Huston;16752.67;lunes 28 de agosto de 2017;Ford;145385;-128632.33
H;Huston;27091.03;miércoles 22 de noviembre de 2017;Renault;417019;-389927.97
O;Huston;20744.38;domingo 01 de octubre de 2017;Fiat;117711;-96966.62
P;Huston;29139.98;domingo 19 de marzo de 2017;Volvo;579877;-550737.02
I;Huston;3349.23;miércoles 29 de noviembre de 2017;Hyundai;121889;-118539.77
F;Huston;2419.03;lunes 14 de agosto de 2017;Citroen;361084;-358664.97
F;Huston;2040.34;miércoles 15 de febrero de 2017;Citroen;361084;-359043.66
J;Huston;22391.12;martes 18 de julio de 2017;Mitsubishi;362567;-340175.88
C;Huston;5112.58;sábado 18 de febrero de 2017;Ford;145385;-140272.42
I;Huston;7231.89;jueves 10 de agosto de 2017;Hyundai;121889;-114657.11
A;Huston;16871.4;viernes 14 de julio de 2017;Mercedes-Benz;665685;-648813.6
O;Huston;44771.1;domingo 07 de mayo de 2017;Fiat;117711;-72939.9
F;Huston;46044.31;sábado 18 de marzo de 2017;Citroen;361084;-315039.69
L;Huston;31578.08;jueves 18 de mayo de 2017;Volkswagen;478975;-447396.92
I;Huston;26134.78;jueves 25 de mayo de 2017;Hyundai;121889;-95754.22
E;Huston;30209.56;lunes 23 de enero de 2017;Kia;526617;-496407.44
I;Huston;8716.4;lunes 06 de marzo de 2017;Hyundai;121889;-113172.6
B;Huston;14951.83;sábado 02 de diciembre de 2017;Audi;506811;-491859.17
K;Huston;41767.92;lunes 24 de abril de 2017;Toyota;509328;-467560.08
J;Huston;12623.88;domingo 16 de abril de 2017;Mitsubishi;362567;-349943.12
S;Huston;32433.25;domingo 16 de julio de 2017;Peugeot;287741;-255307.75
O;Huston;13489.69;domingo 10 de diciembre de 2017;Fiat;117711;-104221.31
T;Huston;19085.43;miércoles 06 de septiembre de 2017;Isuzu;288473;-269387.57
B;Huston;19326.96;miércoles 08 de noviembre de 2017;Audi;506811;-487484.04
J;Huston;41026.1;miércoles 01 de febrero de 2017;Mitsubishi;362567;-321540.9
R;Huston;21014.2;jueves 14 de septiembre de 2017;Seat;3396;17618.2
L;Huston;24290.8;viernes 29 de diciembre de 2017;Volkswagen;478975;-454684.2
H;Huston;34538.85;sábado 23 de septiembre de 2017;Renault;417019;-382480.15
C;Huston;34330.72;lunes 11 de septiembre de 2017;Ford;145385;-111054.28
I;Huston;19319.44;miércoles 06 de septiembre de 2017;Hyundai;121889;-102569.56
D;Huston;20056.51;domingo 05 de marzo de 2017;Jaguar;384724;-364667.49
C;Huston;6170.47;domingo 12 de marzo de 2017;Ford;145385;-139214.53
N;Huston;43349.17;sábado 18 de febrero de 2017;BMW;366207;-322857.83
L;Huston;14118.92;miércoles 26 de julio de 2017;Volkswagen;478975;-464856.08
Q;Huston;33155.47;miércoles 01 de febrero de 2017;Suzuki;121590;-88434.53
E;Huston;40231.35;martes 24 de octubre de 2017;Kia;526617;-486385.65
G;Huston;37981.3;miércoles 25 de octubre de 2017;Jeep;62985;-25003.7
K;Huston;9778;sábado 01 de abril de 2017;Toyota;509328;-499550
L;Huston;12386.23;jueves 16 de marzo de 2017;Volkswagen;478975;-466588.77
G;Huston;29409.91;lunes 06 de febrero de 2017;Jeep;62985;-33575.09
B;Huston;12489.47;lunes 24 de julio de 2017;Audi;506811;-494321.53
B;Huston;35263.35;domingo 29 de octubre de 2017;Audi;506811;-471547.65
N;Huston;6748.73;viernes 17 de noviembre de 2017;BMW;366207;-359458.27
H;Huston;29324.36;martes 28 de febrero de 2017;Renault;417019;-387694.64
J;Huston;35720.27;lunes 12 de junio de 2017;Mitsubishi;362567;-326846.73
P;Huston;35778.9;miércoles 15 de noviembre de 2017;Volvo;579877;-544098.1
O;Huston;38874.98;viernes 15 de diciembre de 2017;Fiat;117711;-78836.02
B;Huston;26165.48;jueves 16 de noviembre de 2017;Audi;506811;-480645.52
L;Huston;46767.7;domingo 29 de octubre de 2017;Volkswagen;478975;-432207.3
U;Huston;48808.52;martes 09 de mayo de 2017;Nissan;56659;-7850.48
S;Huston;8851.14;sábado 23 de septiembre de 2017;Peugeot;287741;-278889.86
M;Huston;1229.81;jueves 15 de junio de 2017;Mazda;327078;-325848.19
G;Huston;43650.27;jueves 19 de enero de 2017;Jeep;62985;-19334.73
F;Huston;31701.05;jueves 12 de enero de 2017;Citroen;361084;-329382.95
A;Huston;27748.77;jueves 23 de febrero de 2017;Mercedes-Benz;665685;-637936.23
E;Huston;24508.53;jueves 11 de mayo de 2017;Kia;526617;-502108.47
B;Huston;11426.6;sábado 04 de febrero de 2017;Audi;506811;-495384.4
N;Huston;36891.38;jueves 17 de agosto de 2017;BMW;366207;-329315.62
D;Huston;47850.15;domingo 12 de febrero de 2017;Jaguar;384724;-336873.85
C;Huston;10585.38;lunes 04 de septiembre de 2017;Ford;145385;-134799.62
Q;Huston;6157.77;martes 22 de agosto de 2017;Suzuki;121590;-115432.23
H;Huston;26776.07;domingo 30 de abril de 2017;Renault;417019;-390242.93
P;Huston;9017.16;martes 10 de enero de 2017;Volvo;579877;-570859.84
A;Huston;14136.16;domingo 16 de abril de 2017;Mercedes-Benz;665685;-651548.84
R;Huston;2803.4;miércoles 05 de abril de 2017;Seat;3396;-592.6
K;Huston;31464.13;domingo 21 de mayo de 2017;Toyota;509328;-477863.87
I;Huston;47050.66;jueves 03 de agosto de 2017;Hyundai;121889;-74838.34
H;Huston;23363.81;martes 29 de agosto de 2017;Renault;417019;-393655.19
R;Huston;15991.97;martes 18 de julio de 2017;Seat;3396;12595.97
B;Huston;44752.88;domingo 11 de junio de 2017;Audi;506811;-462058.12
D;Huston;11351.57;miércoles 11 de enero de 2017;Jaguar;384724;-373372.43
S;Huston;7659.87;martes 04 de julio de 2017;Peugeot;287741;-280081.13
N;Huston;10259.26;viernes 19 de mayo de 2017;BMW;366207;-355947.74
O;Huston;16355.62;jueves 30 de noviembre de 2017;Fiat;117711;-101355.38
D;Huston;44893.41;jueves 02 de noviembre de 2017;Jaguar;384724;-339830.59
K;Huston;42385.31;domingo 30 de abril de 2017;Toyota;509328;-466942.69
L;Huston;41383.88;viernes 16 de junio de 2017;Volkswagen;478975;-437591.12
I;Huston;25660.13;martes 11 de abril de 2017;Hyundai;121889;-96228.87
N;Huston;47266.93;sábado 03 de junio de 2017;BMW;366207;-318940.07
T;Huston;2227.07;miércoles 10 de mayo de 2017;Isuzu;288473;-286245.93
G;Huston;2982.9;miércoles 20 de diciembre de 2017;Jeep;62985;-60002.1
R;Huston;21054.46;miércoles 17 de mayo de 2017;Seat;3396;17658.46
B;Huston;17033.86;martes 16 de mayo de 2017;Audi;506811;-489777.14
T;Huston;23714.66;jueves 12 de enero de 2017;Isuzu;288473;-264758.34
L;Huston;38611.8;miércoles 30 de agosto de 2017;Volkswagen;478975;-440363.2
M;Huston;16990.2;lunes 16 de enero de 2017;Mazda;327078;-310087.8
C;Huston;47073.22;martes 12 de septiembre de 2017;Ford;145385;-98311.78
N;Huston;20305.67;lunes 18 de septiembre de 2017;BMW;366207;-345901.33
C;Huston;37944.08;martes 28 de marzo de 2017;Ford;145385;-107440.92
E;Huston;34164.5;domingo 30 de julio de 2017;Kia;526617;-492452.5
O;Huston;39694.83;sábado 10 de junio de 2017;Fiat;117711;-78016.17
I;Huston;15582.59;sábado 18 de marzo de 2017;Hyundai;121889;-106306.41
C;Huston;5526.24;sábado 28 de octubre de 2017;Ford;145385;-139858.76
O;Huston;48593.04;viernes 06 de enero de 2017;Fiat;117711;-69117.96
A;Huston;17162.45;viernes 28 de abril de 2017;Mercedes-Benz;665685;-648522.55
E;Huston;48889.53;martes 01 de agosto de 2017;Kia;526617;-477727.47
E;Huston;23967.37;martes 18 de julio de 2017;Kia;526617;-502649.63
C;Huston;4844.24;sábado 27 de mayo de 2017;Ford;145385;-140540.76
I;Huston;18582.73;sábado 20 de mayo de 2017;Hyundai;121889;-103306.27
U;Huston;10216.14;domingo 23 de abril de 2017;Nissan;56659;-46442.86
U;Huston;11132.31;viernes 22 de diciembre de 2017;Nissan;56659;-45526.69
T;Huston;21744.95;jueves 21 de diciembre de 2017;Isuzu;288473;-266728.05
S;Huston;40949.02;domingo 23 de julio de 2017;Peugeot;287741;-246791.98
I;Huston;43958.46;domingo 27 de agosto de 2017;Hyundai;121889;-77930.54
S;Huston;22055.23;jueves 16 de marzo de 2017;Peugeot;287741;-265685.77
G;Huston;46860.54;martes 01 de agosto de 2017;Jeep;62985;-16124.46
K;Huston;49921.16;domingo 20 de agosto de 2017;Toyota;509328;-459406.84
N;Huston;11554.23;lunes 24 de julio de 2017;BMW;366207;-354652.77
U;Huston;43614.09;jueves 20 de abril de 2017;Nissan;56659;-13044.91
F;Huston;14642.1;sábado 17 de junio de 2017;Citroen;361084;-346441.9
E;Huston;18203.09;jueves 01 de junio de 2017;Kia;526617;-508413.91
H;Huston;5256.08;viernes 03 de noviembre de 2017;Renault;417019;-411762.92
G;Huston;33765.82;martes 09 de mayo de 2017;Jeep;62985;-29219.18
J;Huston;11933.55;jueves 06 de abril de 2017;Mitsubishi;362567;-350633.45
C;Huston;27892.95;sábado 23 de septiembre de 2017;Ford;145385;-117492.05
B;Huston;38215.73;miércoles 20 de diciembre de 2017;Audi;506811;-468595.27
O;Huston;15228.72;jueves 27 de julio de 2017;Fiat;117711;-102482.28
P;Huston;34780.29;miércoles 03 de mayo de 2017;Volvo;579877;-545096.71
B;Huston;10811.35;sábado 18 de febrero de 2017;Audi;506811;-495999.65
T;Huston;48282.54;sábado 15 de abril de 2017;Isuzu;288473;-240190.46
T;Huston;20546.05;viernes 22 de diciembre de 2017;Isuzu;288473;-267926.95
J;Huston;3576.96;sábado 18 de marzo de 2017;Mitsubishi;362567;-358990.04
B;Huston;2425.39;jueves 06 de julio de 2017;Audi;506811;-504385.61
T;Huston;30732.58;viernes 02 de junio de 2017;Isuzu;288473;-257740.42
J;Huston;34193.93;sábado 07 de enero de 2017;Mitsubishi;362567;-328373.07
J;Huston;22080.11;jueves 28 de diciembre de 2017;Mitsubishi;362567;-340486.89
B;Huston;27216.16;miércoles 11 de octubre de 2017;Audi;506811;-479594.84
R;Huston;20816.13;viernes 24 de noviembre de 2017;Seat;3396;17420.13
O;Huston;22397.24;sábado 23 de diciembre de 2017;Fiat;117711;-95313.76
H;Huston;2279.31;domingo 19 de marzo de 2017;Renault;417019;-414739.69
P;Huston;27726.5;lunes 13 de marzo de 2017;Volvo;579877;-552150.5
L;Huston;19814.44;jueves 07 de diciembre de 2017;Volkswagen;478975;-459160.56
D;Huston;46361.41;lunes 03 de julio de 2017;Jaguar;384724;-338362.59
K;Huston;30356.5;lunes 02 de octubre de 2017;Toyota;509328;-478971.5
C;Huston;44558.89;sábado 23 de diciembre de 2017;Ford;145385;-100826.11
T;Atlanta;30332.42;martes 03 de enero de 2017;Isuzu;288473;-258140.58
I;Atlanta;4257.77;miércoles 11 de octubre de 2017;Hyundai;121889;-117631.23
Q;Atlanta;3777.08;martes 21 de marzo de 2017;Suzuki;121590;-117812.92
P;Atlanta;6124.08;viernes 17 de noviembre de 2017;Volvo;579877;-573752.92
K;Atlanta;29835.98;miércoles 16 de agosto de 2017;Toyota;509328;-479492.02
I;Atlanta;48029.04;miércoles 24 de mayo de 2017;Hyundai;121889;-73859.96
M;Atlanta;39356.82;viernes 15 de diciembre de 2017;Mazda;327078;-287721.18
G;Atlanta;19458.26;martes 22 de agosto de 2017;Jeep;62985;-43526.74
A;Atlanta;6263.75;miércoles 01 de marzo de 2017;Mercedes-Benz;665685;-659421.25
H;Atlanta;29680.01;sábado 21 de enero de 2017;Renault;417019;-387338.99
A;Atlanta;16960.7;domingo 15 de enero de 2017;Mercedes-Benz;665685;-648724.3
Q;Atlanta;18672.64;miércoles 11 de octubre de 2017;Suzuki;121590;-102917.36
C;Atlanta;1961.78;viernes 14 de julio de 2017;Ford;145385;-143423.22
C;Atlanta;39915.64;domingo 06 de agosto de 2017;Ford;145385;-105469.36
C;Atlanta;16631.83;domingo 23 de julio de 2017;Ford;145385;-128753.17
A;Atlanta;10903.24;miércoles 27 de septiembre de 2017;Mercedes-Benz;665685;-654781.76
D;Atlanta;40323.71;jueves 14 de diciembre de 2017;Jaguar;384724;-344400.29
N;Atlanta;9569.58;lunes 31 de julio de 2017;BMW;366207;-356637.42
Q;Atlanta;11494.98;viernes 27 de octubre de 2017;Suzuki;121590;-110095.02
P;Atlanta;11646.56;viernes 24 de noviembre de 2017;Volvo;579877;-568230.44
A;Atlanta;35771.26;miércoles 22 de marzo de 2017;Mercedes-Benz;665685;-629913.74
J;Atlanta;29143.05;jueves 22 de junio de 2017;Mitsubishi;362567;-333423.95
H;Atlanta;29571.98;lunes 20 de marzo de 2017;Renault;417019;-387447.02
H;Atlanta;41884.59;viernes 24 de noviembre de 2017;Renault;417019;-375134.41
L;Atlanta;49423.96;domingo 04 de junio de 2017;Volkswagen;478975;-429551.04
I;Atlanta;1296.67;viernes 07 de abril de 2017;Hyundai;121889;-120592.33
M;Atlanta;43053.26;lunes 24 de abril de 2017;Mazda;327078;-284024.74
G;Atlanta;15918.58;miércoles 09 de agosto de 2017;Jeep;62985;-47066.42
R;Atlanta;1057.74;sábado 11 de marzo de 2017;Seat;3396;-2338.26
S;Atlanta;35166.04;jueves 15 de junio de 2017;Peugeot;287741;-252574.96
Q;Atlanta;7512.28;jueves 24 de agosto de 2017;Suzuki;121590;-114077.72
I;Atlanta;19408.88;sábado 10 de junio de 2017;Hyundai;121889;-102480.12
I;Atlanta;18008.88;jueves 28 de septiembre de 2017;Hyundai;121889;-103880.12
K;Atlanta;10099.37;sábado 11 de noviembre de 2017;Toyota;509328;-499228.63
Q;Atlanta;41653.71;miércoles 18 de enero de 2017;Suzuki;121590;-79936.29
M;Atlanta;20621.13;jueves 10 de agosto de 2017;Mazda;327078;-306456.87
N;Atlanta;9779.47;martes 16 de mayo de 2017;BMW;366207;-356427.53
K;Atlanta;21956.64;sábado 29 de julio de 2017;Toyota;509328;-487371.36
H;Atlanta;660.48;sábado 05 de agosto de 2017;Renault;417019;-416358.52
F;Atlanta;47354.93;sábado 13 de mayo de 2017;Citroen;361084;-313729.07
G;Atlanta;48562.62;miércoles 11 de octubre de 2017;Jeep;62985;-14422.38
B;Atlanta;8109.57;domingo 21 de mayo de 2017;Audi;506811;-498701.43
N;Atlanta;11292.5;viernes 29 de septiembre de 2017;BMW;366207;-354914.5
M;Atlanta;23920.06;miércoles 29 de marzo de 2017;Mazda;327078;-303157.94
C;Atlanta;35852.57;miércoles 13 de septiembre de 2017;Ford;145385;-109532.43
I;Atlanta;1164.37;viernes 08 de diciembre de 2017;Hyundai;121889;-120724.63
D;Atlanta;11922.84;domingo 06 de agosto de 2017;Jaguar;384724;-372801.16
P;Atlanta;41431.91;viernes 15 de septiembre de 2017;Volvo;579877;-538445.09
C;Atlanta;5895.52;jueves 05 de enero de 2017;Ford;145385;-139489.48
G;Atlanta;9567.94;viernes 17 de noviembre de 2017;Jeep;62985;-53417.06
H;Atlanta;24642.96;viernes 17 de noviembre de 2017;Renault;417019;-392376.04
L;Atlanta;4080.6;domingo 20 de agosto de 2017;Volkswagen;478975;-474894.4
J;Atlanta;8430.52;jueves 25 de mayo de 2017;Mitsubishi;362567;-354136.48
Q;Atlanta;29441.83;miércoles 26 de julio de 2017;Suzuki;121590;-92148.17
P;Atlanta;3486.42;sábado 11 de noviembre de 2017;Volvo;579877;-576390.58
P;Atlanta;26100.74;viernes 10 de febrero de 2017;Volvo;579877;-553776.26
K;Atlanta;6686.85;martes 20 de junio de 2017;Toyota;509328;-502641.15
D;Atlanta;22220.45;domingo 08 de enero de 2017;Jaguar;384724;-362503.55
E;Atlanta;20817.7;domingo 24 de diciembre de 2017;Kia;526617;-505799.3
I;Atlanta;30770.52;domingo 12 de febrero de 2017;Hyundai;121889;-91118.48
A;Atlanta;35328.64;viernes 16 de junio de 2017;Mercedes-Benz;665685;-630356.36
M;Atlanta;41064.69;jueves 26 de octubre de 2017;Mazda;327078;-286013.31
D;Atlanta;29417.18;domingo 10 de septiembre de 2017;Jaguar;384724;-355306.82
K;Atlanta;48912.13;viernes 15 de diciembre de 2017;Toyota;509328;-460415.87
O;Atlanta;19330;sábado 16 de septiembre de 2017;Fiat;117711;-98381
P;Atlanta;36389.19;viernes 21 de julio de 2017;Volvo;579877;-543487.81
K;Atlanta;7889.34;miércoles 08 de noviembre de 2017;Toyota;509328;-501438.66
C;Atlanta;32963.71;sábado 22 de julio de 2017;Ford;145385;-112421.29
T;Atlanta;14520.96;sábado 01 de julio de 2017;Isuzu;288473;-273952.04
H;Atlanta;42881.99;lunes 31 de julio de 2017;Renault;417019;-374137.01
N;Atlanta;49651.64;viernes 10 de noviembre de 2017;BMW;366207;-316555.36
I;Atlanta;31580.5;lunes 09 de enero de 2017;Hyundai;121889;-90308.5
Q;Atlanta;37011.37;miércoles 15 de febrero de 2017;Suzuki;121590;-84578.63
S;Atlanta;31567.68;lunes 06 de noviembre de 2017;Peugeot;287741;-256173.32
T;Atlanta;41255.56;lunes 21 de agosto de 2017;Isuzu;288473;-247217.44
I;Atlanta;28173.01;martes 27 de junio de 2017;Hyundai;121889;-93715.99
G;Atlanta;6495.39;miércoles 27 de septiembre de 2017;Jeep;62985;-56489.61
B;Atlanta;30353.2;martes 21 de marzo de 2017;Audi;506811;-476457.8
I;Atlanta;47687.64;sábado 04 de febrero de 2017;Hyundai;121889;-74201.36
F;Atlanta;20944.71;martes 15 de agosto de 2017;Citroen;361084;-340139.29
G;Atlanta;21030.56;sábado 21 de enero de 2017;Jeep;62985;-41954.44
S;Atlanta;28047.02;lunes 29 de mayo de 2017;Peugeot;287741;-259693.98
M;Atlanta;26506.26;martes 17 de enero de 2017;Mazda;327078;-300571.74
D;Atlanta;17553.12;miércoles 24 de mayo de 2017;Jaguar;384724;-367170.88
M;Atlanta;33195.78;miércoles 22 de noviembre de 2017;Mazda;327078;-293882.22
L;Atlanta;41132.94;lunes 11 de septiembre de 2017;Volkswagen;478975;-437842.06
J;Atlanta;22270.43;miércoles 26 de abril de 2017;Mitsubishi;362567;-340296.57
I;Atlanta;42009.85;lunes 06 de febrero de 2017;Hyundai;121889;-79879.15
N;Atlanta;28177.89;martes 22 de agosto de 2017;BMW;366207;-338029.11
O;Atlanta;29677.5;martes 23 de mayo de 2017;Fiat;117711;-88033.5
K;Atlanta;13556.72;viernes 17 de febrero de 2017;Toyota;509328;-495771.28
N;Atlanta;28828.04;jueves 31 de agosto de 2017;BMW;366207;-337378.96
A;Atlanta;41556.17;jueves 27 de abril de 2017;Mercedes-Benz;665685;-624128.83
R;Atlanta;44829.38;domingo 30 de julio de 2017;Seat;3396;41433.38
B;Atlanta;44970.16;jueves 02 de marzo de 2017;Audi;506811;-461840.84
G;Atlanta;30593.32;miércoles 11 de octubre de 2017;Jeep;62985;-32391.68
D;Atlanta;11875.16;domingo 24 de septiembre de 2017;Jaguar;384724;-372848.84
A;Atlanta;27681.31;lunes 17 de julio de 2017;Mercedes-Benz;665685;-638003.69
J;Atlanta;39629.96;viernes 03 de febrero de 2017;Mitsubishi;362567;-322937.04
S;Atlanta;14363.43;domingo 09 de julio de 2017;Peugeot;287741;-273377.57
L;Atlanta;45732.48;lunes 02 de enero de 2017;Volkswagen;478975;-433242.52
T;Atlanta;35988.63;lunes 09 de octubre de 2017;Isuzu;288473;-252484.37
K;Atlanta;26709.04;lunes 27 de marzo de 2017;Toyota;509328;-482618.96
H;Atlanta;9083.96;domingo 10 de septiembre de 2017;Renault;417019;-407935.04
H;Atlanta;42854.03;jueves 19 de octubre de 2017;Renault;417019;-374164.97
D;Atlanta;47813.51;domingo 05 de febrero de 2017;Jaguar;384724;-336910.49
R;Atlanta;13422.66;viernes 24 de febrero de 2017;Seat;3396;10026.66
N;Atlanta;14011.65;jueves 21 de septiembre de 2017;BMW;366207;-352195.35
T;Atlanta;8431.76;jueves 18 de mayo de 2017;Isuzu;288473;-280041.24
R;Atlanta;11647.61;lunes 03 de julio de 2017;Seat;3396;8251.61
M;Atlanta;18336.9;lunes 09 de enero de 2017;Mazda;327078;-308741.1
E;Atlanta;49079.16;jueves 30 de marzo de 2017;Kia;526617;-477537.84
O;Atlanta;31391.12;miércoles 08 de marzo de 2017;Fiat;117711;-86319.88
H;Atlanta;46319.17;martes 02 de mayo de 2017;Renault;417019;-370699.83
D;Atlanta;30414.64;miércoles 24 de mayo de 2017;Jaguar;384724;-354309.36
S;Atlanta;19373.82;sábado 07 de octubre de 2017;Peugeot;287741;-268367.18
M;Atlanta;10958.26;viernes 10 de marzo de 2017;Mazda;327078;-316119.74
R;Atlanta;13388.43;viernes 17 de marzo de 2017;Seat;3396;9992.43
R;Atlanta;17678.22;domingo 03 de septiembre de 2017;Seat;3396;14282.22
A;Atlanta;26309.94;lunes 11 de diciembre de 2017;Mercedes-Benz;665685;-639375.06
J;Atlanta;48367.29;viernes 18 de agosto de 2017;Mitsubishi;362567;-314199.71
C;Atlanta;48087.88;jueves 16 de marzo de 2017;Ford;145385;-97297.12
E;Atlanta;5986.07;miércoles 19 de abril de 2017;Kia;526617;-520630.93
P;Atlanta;5465.54;sábado 09 de septiembre de 2017;Volvo;579877;-574411.46
G;Atlanta;33457.84;viernes 22 de septiembre de 2017;Jeep;62985;-29527.16
F;Atlanta;48178.52;domingo 06 de agosto de 2017;Citroen;361084;-312905.48
I;Atlanta;42145.18;martes 21 de marzo de 2017;Hyundai;121889;-79743.82
M;Atlanta;44005.62;martes 05 de diciembre de 2017;Mazda;327078;-283072.38
N;Atlanta;29063.25;lunes 11 de septiembre de 2017;BMW;366207;-337143.75
